Company,Sector,Quarter,AI Mentions,Total Segments,AI Intensity %,Top Category,Who Brought It Up,Quantified Impact,Best Quote,Speaker
ROP,Electronic Equipment & Instruments,2025Q1,5,99,5.1,AI Infrastructure,Both (4E/1A),Yes,This is all done in a cloud-native modern tech platform that utilizes GenAI on a robust basis.,Neil Hunn
ROST,Apparel Retail,2023Q4,1,62,1.6,AI-Enhanced Feature,Executive,Yes,We're looking at leveraging AI in two parts.,Michael Hartshorn
ROST,Apparel Retail,2024Q1,0,40,0.0,,,No,,
ROST,Apparel Retail,2024Q2,0,95,0.0,,,No,,
ROST,Apparel Retail,2024Q3,0,77,0.0,,,No,,
ROST,Apparel Retail,2025Q1,0,66,0.0,,,No,,
ROST,Apparel Retail,2025Q2,0,75,0.0,,,No,,
RCL,"Hotels, Resorts & Cruise Lines",2024Q2,0,52,0.0,,,No,,
RCL,"Hotels, Resorts & Cruise Lines",2024Q3,2,68,2.9,Internal Automation,Executive,Yes,"Our nimble sourcing model and AI-enabled yield management tools, coupled with our brand's global and multi-generational appeal, allow us to successfully capture quality demand across segments sourced from new and younger consumer bases and attract the highest yielding guests.",Jason Liberty
RCL,"Hotels, Resorts & Cruise Lines",2024Q4,2,44,4.5,AI-Enhanced Feature,Executive,Yes,"We also infused AI into the guest journey to provide a better, more efficient experience and more personalized service.",Jason Liberty
RCL,"Hotels, Resorts & Cruise Lines",2025Q1,1,35,2.9,Vague/Buzzword,Executive,No,"Our investments in technology, such as the yield management program, now featuring a considerable amount of AI, continue to evolve.",Jason Liberty
RCL,"Hotels, Resorts & Cruise Lines",2025Q2,2,48,4.2,AI-Native Product,Executive,Yes,"We are delivering exceptional value to our guests while continuously raising the bar with a powerful pipeline of industry and segment-leading new ships, a growing portfolio of meaningfully differentiated land-based private destinations, adding new experiences to our ecosystem like river cruising and",Jason Liberty
SPGI,Financial Exchanges & Data,2024Q1,4,53,7.5,Internal Automation,Both (3E/1A),Yes,We're also pleased to see early results from the enterprise AI initiatives we outlined for you last quarter.,Douglas Peterson
SPGI,Financial Exchanges & Data,2024Q2,7,64,10.9,AI-Native Product,Both (6E/1A),Yes,We continue to accelerate our deployment of generative AI and launch new capabilities both at the division and enterprise level.,Doug Peterson
SPGI,Financial Exchanges & Data,2024Q3,5,72,6.9,Internal Automation,Both (3E/2A),Yes,"In addition to our strong financial results, we continue to invest in innovation, particularly around generative AI and our strategic initiatives, which we'll touch on shortly.",Doug Peterson
SPGI,Financial Exchanges & Data,2024Q4,8,66,12.1,AI-Native Product,Both (6E/2A),Yes,"We continue to take a balanced approach to profitability and investment, which allowed us to make important investments in technology, AI, and products while still expanding margins by more than 300 basis points.",Martina Cheung
SPGI,Financial Exchanges & Data,2025Q1,2,73,2.7,Internal Automation,Executive,Yes,"The first quarter included some important innovations in data, benchmark, and artificial intelligence.",Martina Cheung
CRM,Application Software,2024Q1,19,54,35.2,Internal Automation,Both (15E/4A),Yes,"Last quarter, I told you about how our AI team is getting ready to launch Einstein GPT, the world's first generative AI for CRM.",Marc Benioff
CRM,Application Software,2024Q2,11,23,47.8,Internal Automation,Both (9E/2A),Yes,We're also adding a fifth priority: driving our AI transformation.,Marc Benioff
CRM,Application Software,2024Q3,13,44,29.5,AI Infrastructure,Both (10E/3A),Yes,"With Einstein now performing 1 trillion transactions weekly and 17% of the Fortune 100 utilizing our Copilot, the excitement around this product is palpable.",Marc Benioff
CRM,Application Software,2024Q4,17,37,45.9,AI Infrastructure,Both (15E/2A),Yes,The industry has also gone through significant changes with the rise of the next generation of artificial intelligence.,Marc Benioff
CRM,Application Software,2025Q1,11,25,44.0,Internal Automation,Both (9E/2A),Yes,First is our incredible financial transformation as you can see from the numbers today and the second is the incredible work that's happening with artificial intelligence.,Marc Benioff
SBAC,Telecom Tower REITs,2024Q1,0,82,0.0,,,No,,
SBAC,Telecom Tower REITs,2024Q2,1,114,0.9,Internal Automation,Executive,Yes,We also expect that the eventual incorporation of new Generative AI capabilities into handsets will further increase network consumption.,Brendan Cavanagh
SBAC,Telecom Tower REITs,2024Q3,1,84,1.2,Risk/Regulatory,Executive,Yes,"Other growth drivers, which we have discussed before, such as fixed wireless access, the incorporation of new generative AI capabilities into handsets, regulatory build-out commitments and remaining 5G coverage expansion will all contribute to a healthy network investment environment over the next s",Brendan Cavanagh
SBAC,Telecom Tower REITs,2024Q4,3,75,4.0,AI Infrastructure,Both (2E/1A),Yes,"Fixed wireless access, the incorporation of next-gen AI applications and handsets, regulatory buildout requirements, and remaining 5G coverage expansion are expected to contribute to ongoing network investments.",Brendan Cavanagh
SBAC,Telecom Tower REITs,2025Q1,1,138,0.7,Internal Automation,Executive,No,"As we incorporate AI and other advancements into our solutions, we will seek efficiencies in how we operate these processes.",Brendan Cavanagh
SLB,Oil & Gas Equipment & Services,2023Q4,2,27,7.4,AI-Native Product,Executive,Yes,"As a result, we achieved full year digital revenue of more than $2 billion with our new technology platforms comprised of cloud, edge, and AI, growing at a CAGR of 60% since 2021.",Olivier Le Peuch
SLB,Oil & Gas Equipment & Services,2024Q1,2,70,2.9,Internal Automation,Executive,Yes,"In this context, there are certain priorities that are increasingly critical to our customers: project life-cycle reduction, particularly in exploration & appraisal to accelerate time to first gas or first oil; capital efficiency in the development phase to set new benchmarks in every basin; steps t",Olivier Le Peuch
SLB,Oil & Gas Equipment & Services,2024Q2,1,53,1.9,AI-Native Product,Executive,Yes,"Finally, underpinning nearly everything we do is the power of digital and AI.",Olivier Le Peuch
SLB,Oil & Gas Equipment & Services,2024Q3,8,35,22.9,AI Infrastructure,Both (6E/2A),Yes,"This is presenting opportunities for high margin growth, and we have taken a leading role in this space, partnering with our customers to accelerate their transition to the cloud, scaling new technology for drilling and production operations, and creating new markets by delivering disruptive solutio",Olivier Le Peuch
SLB,Oil & Gas Equipment & Services,2024Q4,5,66,7.6,AI Infrastructure,Executive,Yes,"Our customers continue to embrace the power of cloud computing, AI, and digital operations to shorten cycle times and improve operating efficiencies.",Olivier Le Peuch
STX,"Technology Hardware, Storage & Peripherals",2023Q3,1,69,1.4,AI Infrastructure,Executive,No,"We create more data continually through videos, communications, AI, and other mediums, all of which require storage.",Dave Mosley
STX,"Technology Hardware, Storage & Peripherals",2023Q4,7,65,10.8,AI Infrastructure,Both (5E/2A),Yes,We also believe the timing for demand recovery could be affected by spending priorities focused on accelerating the build-out of compute-intensive AI infrastructure.,Dave Mosley
STX,"Technology Hardware, Storage & Peripherals",2024Q1,5,72,6.9,AI Infrastructure,Both (3E/2A),Yes,These include both core IT workloads as well as AI-specific workloads.,Dave Mosley
STX,"Technology Hardware, Storage & Peripherals",2024Q2,7,57,12.3,AI Infrastructure,Both (6E/1A),Yes,"While TCO remains a key driver for mass capacity storage, data center operators are also focused on power and space consumption, particularly as investments in compute-intensive infrastructure proliferate to support generative AI applications.",Dave Mosley
STX,"Technology Hardware, Storage & Peripherals",2024Q3,3,70,4.3,AI Infrastructure,Both (2E/1A),Yes,"However, new applications continue to emerge that use AI analytics to form actionable insights from data at the edge, where an estimated 80% of data resides.",Dave Mosley
SRE,Multi-Utilities,2023Q3,0,65,0.0,,,No,,
SRE,Multi-Utilities,2023Q4,1,44,2.3,AI Infrastructure,Executive,Yes,"Data center development continues to be robust across our service territory, including new sites that have the potential to support hyperscale computing and generative artificial intelligence services.",Allen Nye
SRE,Multi-Utilities,2024Q1,2,51,3.9,AI Infrastructure,Both (1E/1A),Yes,"In addition to the long-term demand from reshoring and electrification of transportation, artificial intelligence and data centers are driving new growth in digital infrastructure with demand estimates tripling from 2.5% of total U.S.",Jeff Martin
SRE,Multi-Utilities,2024Q2,1,52,1.9,Internal Automation,Executive,Yes,"Substantial innovative features of the facility include AI-enabled solutions, high-resolution cameras, enhanced drone data, and line conductor fault detection.",Karen Sedgwick
SRE,Multi-Utilities,2024Q3,2,48,4.2,Risk/Regulatory,Executive,Yes,"The International Energy Agency is now estimating that by 2026, global AI and data centers will require nearly twice the amount of electricity that the State of Texas currently consumes each year.",Jeff Martin
NOW,Systems Software,2023Q3,19,87,21.8,Uncategorized,Both (11E/8A),Yes,GenAI represents 36% of AI spending overall.,Bill McDermott
NOW,Systems Software,2023Q4,26,84,31.0,Internal Automation,Both (17E/9A),Yes,Artificial intelligence is injecting new fuel into our already high-performing growth engine.,Bill McDermott
NOW,Systems Software,2024Q1,20,53,37.7,Internal Automation,Both (14E/6A),Yes,"Equinix is deploying Now Assist AI for HR workflows, aiming to increase agent productivity by 30%.",William McDermott
NOW,Systems Software,2024Q2,19,62,30.6,Internal Automation,Both (14E/5A),Yes,ServiceNow's relevance as the AI platform for business transformation is soaring.,William McDermott
NOW,Systems Software,2024Q3,20,66,30.3,Internal Automation,Both (13E/7A),Yes,"Organizations around the world needed a platform to help them clean up that mess, so they can modernize for the AI world, ServiceNow is that chosen strategic platform.",Bill McDermott
SHW,Specialty Chemicals,2023Q1,0,5,0.0,,,No,,
SHW,Specialty Chemicals,2023Q2,0,18,0.0,,,No,,
SHW,Specialty Chemicals,2023Q4,0,99,0.0,,,No,,
SHW,Specialty Chemicals,2024Q1,0,86,0.0,,,No,,
SPG,Retail REITs,2023Q1,0,112,0.0,,,No,,
SPG,Retail REITs,2023Q2,0,94,0.0,,,No,,
SPG,Retail REITs,2023Q3,0,87,0.0,,,No,,
SPG,Retail REITs,2023Q4,0,91,0.0,,,No,,
SPG,Retail REITs,2024Q1,0,65,0.0,,,No,,
SWKS,Semiconductors,2023Q2,0,63,0.0,,,No,,
SWKS,Semiconductors,2023Q3,2,57,3.5,AI Infrastructure,Executive,Yes,"Across infrastructure and industrial, we enabled 5G small cell deployments with a top North American operator and ramped timing solutions for AI data centers at a leading cloud provider.",Liam Griffin
SWKS,Semiconductors,2023Q4,1,47,2.1,AI-Native Product,Executive,Yes,"And third, high-speed connectivity for AI-enabled data-intensive infrastructure in cloud applications.",Liam Griffin
SWKS,Semiconductors,2024Q1,4,53,7.5,AI Infrastructure,Both (2E/2A),Yes,"There are several long-term secular growth dynamics that leverage our differentiated technology, including the proliferation of intelligent edge connected IoT devices, automotive, electrification and advanced safety systems, and AI enabled workloads, driving cloud and data center upgrades.",Liam Griffin
SWKS,Semiconductors,2024Q2,5,58,8.6,AI Infrastructure,Both (3E/2A),Yes,"Despite near-term headwinds, we remain bullish on AI workloads, driving upgrades to Ethernet switches and optical modules, a positive long-term driver for our advanced precision timing solutions.",Liam Griffin
SJM,Packaged Foods & Meats,2023Q2,0,3,0.0,,,No,,
SJM,Packaged Foods & Meats,2023Q3,0,92,0.0,,,No,,
SJM,Packaged Foods & Meats,2023Q4,0,3,0.0,,,No,,
SJM,Packaged Foods & Meats,2024Q1,0,64,0.0,,,No,,
SJM,Packaged Foods & Meats,2024Q2,0,41,0.0,,,No,,
SNA,Industrial Machinery & Supplies & Components,2023Q2,0,41,0.0,,,No,,
SNA,Industrial Machinery & Supplies & Components,2023Q3,0,57,0.0,,,No,,
SNA,Industrial Machinery & Supplies & Components,2023Q4,0,59,0.0,,,No,,
SNA,Industrial Machinery & Supplies & Components,2024Q1,0,60,0.0,,,No,,
SNA,Industrial Machinery & Supplies & Components,2024Q2,0,55,0.0,,,No,,
SOLV,Health Care Technology,2024Q2,0,36,0.0,,,No,,
SOLV,Health Care Technology,2025Q3,1,40,2.5,AI-Native Product,Executive,Yes,"These advances continue to position HIS as the largest autonomous coding vendor, underscoring our role as an AI-driven leader, transforming customer operations and setting new standards for efficiency and accuracy.",Bryan Hanson
SO,Electric Utilities,2023Q1,0,59,0.0,,,No,,
SO,Electric Utilities,2023Q2,0,80,0.0,,,No,,
SO,Electric Utilities,2023Q3,0,67,0.0,,,No,,
SO,Electric Utilities,2024Q1,0,76,0.0,,,No,,
SO,Electric Utilities,2024Q2,0,67,0.0,,,No,,
SO,Electric Utilities,2024Q3,0,96,0.0,,,No,,
SO,Electric Utilities,2025Q1,0,72,0.0,,,No,,
LUV,Passenger Airlines,2023Q1,0,81,0.0,,,No,,
LUV,Passenger Airlines,2023Q2,0,51,0.0,,,No,,
LUV,Passenger Airlines,2023Q3,0,72,0.0,,,No,,
LUV,Passenger Airlines,2023Q4,0,87,0.0,,,No,,
LUV,Passenger Airlines,2025Q4,0,80,0.0,,,No,,
SWK,Industrial Machinery & Supplies & Components,2023Q1,0,37,0.0,,,No,,
SWK,Industrial Machinery & Supplies & Components,2023Q2,0,41,0.0,,,No,,
SWK,Industrial Machinery & Supplies & Components,2023Q3,0,47,0.0,,,No,,
SWK,Industrial Machinery & Supplies & Components,2023Q4,0,44,0.0,,,No,,
SWK,Industrial Machinery & Supplies & Components,2025Q4,0,23,0.0,,,No,,
SBUX,Restaurants,2023Q1,0,64,0.0,,,No,,
SBUX,Restaurants,2023Q2,0,36,0.0,,,No,,
SBUX,Restaurants,2023Q3,3,52,5.8,AI-Native Product,Executive,Yes,"As we approach the fundamental platform transformation underway with AI, we intend to invest to lead in this area using a foundational Deep Brew capability as the launching pad.",Laxman Narasimhan
SBUX,Restaurants,2023Q4,0,36,0.0,,,No,,
SBUX,Restaurants,2025Q4,0,45,0.0,,,No,,
STT,Asset Management & Custody Banks,2023Q1,0,75,0.0,,,No,,
STT,Asset Management & Custody Banks,2023Q2,0,22,0.0,,,No,,
STT,Asset Management & Custody Banks,2023Q3,0,60,0.0,,,No,,
STT,Asset Management & Custody Banks,2023Q4,1,39,2.6,AI-Native Product,Executive,Yes,"In the second quarter, anticipation grew about the potential economic benefit from artificial intelligence, helping to drive equity markets higher.",Ron O'Hanley
